IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.100.3,58028,13.211.17.145,8883,6,222.178,34789,3796,74,73,24,4176297,0,Benign
192.168.100.3,58028,13.211.17.145,8883,6,222.178,38967,4420,85,85,24,4179074,0,Benign
192.168.100.7,365,192.168.100.3,565,17,0,66240,0,1440,0,0,4175044,0,Benign
192.168.100.6,80,192.168.100.3,80,6,7,236880,0,840,0,0,4175087,0,Benign
192.168.100.3,80,192.168.100.55,8080,6,7,2451480,2491320,2520,2520,0,4174994,0,Benign
192.168.100.46,3456,192.168.100.5,80,17,0,2534640,2490960,2520,2520,0,4174994,0,Benign
192.168.100.46,80,192.168.100.5,80,6,7,2420400,0,2640,0,0,4174997,0,Benign
192.168.100.46,80,192.168.100.5,80,17,0,2321640,0,2520,0,0,4174997,0,Benign
192.168.100.5,0,192.168.100.3,0,6,0,1361640,0,1560,0,0,4175040,0,Benign
192.168.100.7,138,192.168.100.255,138,17,0,787,0,3,0,0,4019595,0,Benign
0.0.0.0,0,0.0.0.0,0,1,0,168,0,3,0,0,88618,0,Benign
192.168.100.150,50377,144.48.166.166,123,17,0,76,76,1,1,0,4294951,0,Benign
192.168.100.3,22663,216.239.32.10,53,17,5.239,84,89,1,1,0,4294792,0,Benign
192.168.100.3,8172,192.58.128.30,53,17,0,56,1125,1,1,0,4294951,0,Benign
192.168.100.3,59854,192.58.128.30,53,17,5.239,71,1202,1,1,0,4294951,0,Benign
192.168.100.3,5822,192.48.79.30,53,17,5.239,71,792,1,1,0,4294772,0,Benign
192.168.100.3,58715,172.217.25.170,443,6,91.239,3470,94385,39,72,26,4294881,0,Benign
192.168.100.3,58028,13.211.17.145,8883,6,222.178,39531,4680,90,90,24,4179204,0,Benign
192.168.100.6,80,192.168.100.3,80,6,7,236598,0,839,0,0,4175159,0,Benign
192.168.100.7,365,192.168.100.3,565,17,0,66194,0,1439,0,0,4175066,0,Benign
192.168.100.5,0,192.168.100.3,0,6,0,1360265,0,1558,0,0,4175112,0,Benign
192.168.100.3,80,192.168.100.55,8080,6,7,2449192,2489264,2518,2518,0,4175019,0,Benign
192.168.100.46,3456,192.168.100.5,80,17,0,2532370,2488057,2518,2518,0,4175019,0,Benign
192.168.100.46,80,192.168.100.5,80,6,7,2418504,0,2638,0,0,4175019,0,Benign
192.168.100.46,80,192.168.100.5,80,17,0,2320702,0,2518,0,0,4175019,0,Benign
192.168.100.3,58715,172.217.25.170,443,6,91.126,150,150,2,2,24,4294922,0,Benign
192.168.100.149,43761,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.149,34210,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.149,44917,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.149,51622,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.148,37819,8.8.8.8,53,17,5.126,62,137,1,1,0,4294822,0,Benign
192.168.100.148,41514,8.8.8.8,53,17,5.126,50,125,1,1,0,4294824,0,Benign
192.168.100.148,49855,8.8.8.8,53,17,5.126,62,137,1,1,0,4294959,0,Benign
192.168.100.147,43718,8.8.8.8,53,17,5.126,62,137,1,1,0,4294822,0,Benign
192.168.100.147,46976,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.148,32852,8.8.8.8,53,17,5.126,50,125,1,1,0,4294824,0,Benign
192.168.100.147,54322,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.150,46755,8.8.8.8,53,17,5.126,62,137,1,1,0,4294822,0,Benign
192.168.100.147,39620,8.8.8.8,53,17,5.126,50,125,1,1,0,4294824,0,Benign
192.168.100.150,56287,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.150,50745,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.150,32833,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.3,58715,172.217.25.170,443,6,91.126,150,98,2,1,24,4294961,0,Benign
192.168.100.3,58028,13.211.17.145,8883,6,222.178,38647,4108,79,79,24,4179050,0,Benign
192.168.100.150,53303,8.8.8.8,53,17,5.126,62,137,1,1,0,4294959,0,Benign
192.168.100.150,55593,8.8.8.8,53,17,5.126,50,125,1,1,0,4294824,0,Benign
192.168.100.150,33734,8.8.8.8,53,17,5.126,62,137,1,1,0,4294822,0,Benign
192.168.100.150,55632,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.6,80,192.168.100.3,80,6,7,236880,0,840,0,0,4175086,0,Benign
192.168.100.7,365,192.168.100.3,565,17,0,66240,0,1440,0,0,4175038,0,Benign
192.168.100.5,0,192.168.100.3,0,6,0,1361640,0,1560,0,0,4175038,0,Benign
192.168.100.3,80,192.168.100.55,8080,6,7,2451480,2491320,2520,2520,0,4174993,0,Benign
192.168.100.46,3456,192.168.100.5,80,17,0,2534640,2490960,2520,2520,0,4174993,0,Benign
192.168.100.46,80,192.168.100.5,80,6,7,2420400,0,2640,0,0,4174990,0,Benign
192.168.100.46,80,192.168.100.5,80,17,0,2321640,0,2520,0,0,4174990,0,Benign
192.168.100.149,45584,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.148,51595,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.149,51724,8.8.8.8,53,17,5.126,50,125,1,1,0,4294824,0,Benign
192.168.100.148,33844,8.8.8.8,53,17,5.126,50,125,1,1,0,4294824,0,Benign
192.168.100.149,45950,8.8.8.8,53,17,5.126,62,137,1,1,0,4294822,0,Benign
192.168.100.148,42549,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.149,45913,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.148,56560,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.147,44729,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.147,40084,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.147,45224,8.8.8.8,53,17,5.126,62,137,1,1,0,4294959,0,Benign
192.168.100.147,49238,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.150,0,192.168.100.3,0,1,0,84,0,1,0,0,0,1,Theft
192.168.100.3,0,192.168.100.150,0,1,0,84,0,1,0,0,0,1,Theft
192.168.100.150,0,192.168.100.3,0,1,0,40,0,1,0,0,0,1,Theft
192.168.100.3,0,192.168.100.150,0,1,0,40,0,1,0,0,0,1,Theft
192.168.100.150,40669,8.8.8.8,53,17,5.126,67,245,1,1,0,4294763,0,Benign
192.168.100.149,0,192.168.100.3,0,1,0,84,0,1,0,0,0,1,Theft
192.168.100.3,0,192.168.100.149,0,1,0,84,0,1,0,0,0,1,Theft
192.168.100.149,0,192.168.100.3,0,1,0,40,0,1,0,0,0,1,Theft
192.168.100.3,0,192.168.100.149,0,1,0,40,0,1,0,0,0,1,Theft
192.168.100.149,54345,8.8.8.8,53,17,5.126,67,245,1,1,0,4294958,0,Benign
192.168.100.147,40316,8.8.8.8,53,17,5.126,67,245,1,1,0,4294731,0,Benign
192.168.100.148,37429,8.8.8.8,53,17,5.126,67,245,1,1,0,4294716,0,Benign
192.168.100.150,45322,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.149,47668,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.150,38476,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.147,58039,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.148,42478,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.3,58715,172.217.25.170,443,6,91.126,285,156,4,3,25,4294957,0,Benign
192.168.100.149,34646,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.147,55590,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.148,57633,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.3,80,192.168.100.148,36256,6,7,44,40,1,1,22,4294967,0,Benign
192.168.100.3,80,192.168.100.149,34888,6,7,1400,226,5,4,27,4288708,0,Benign
192.168.100.150,0,192.168.100.3,0,1,0,180,0,2,0,0,4268913,1,Theft
192.168.100.3,0,192.168.100.150,0,1,0,148,0,1,0,0,0,1,Theft
192.168.100.150,0,192.168.100.3,0,1,0,262,0,2,0,0,4267660,1,Theft
192.168.100.3,0,192.168.100.150,0,1,0,262,0,2,0,0,4267660,1,Theft
192.168.100.3,0,192.168.100.150,0,1,0,492,0,2,0,0,4269503,1,Theft
192.168.100.149,0,192.168.100.3,0,1,0,180,0,2,0,0,4268691,1,Theft
192.168.100.3,0,192.168.100.149,0,1,0,148,0,1,0,0,0,1,Theft
192.168.100.149,0,192.168.100.3,0,1,0,262,0,2,0,0,4267118,1,Theft
192.168.100.3,0,192.168.100.149,0,1,0,262,0,2,0,0,4267118,1,Theft
192.168.100.3,0,192.168.100.149,0,1,0,492,0,2,0,0,4269049,1,Theft
192.168.100.150,49577,8.8.8.8,53,17,5.126,67,245,1,1,0,4294822,0,Benign
192.168.100.149,46168,8.8.8.8,53,17,5.126,67,245,1,1,0,4294822,0,Benign
192.168.100.148,46056,8.8.8.8,53,17,5.126,67,245,1,1,0,4294822,0,Benign
192.168.100.147,41871,8.8.8.8,53,17,5.126,67,245,1,1,0,4294822,0,Benign
192.168.100.150,50494,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.149,47141,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.148,45843,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.147,52256,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.150,57169,8.8.8.8,53,17,5.126,72,72,1,1,0,4294960,0,Benign
192.168.100.149,36826,8.8.8.8,53,17,5.126,72,72,1,1,0,4294960,0,Benign
192.168.100.148,34152,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.147,45434,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.149,0,192.168.100.6,0,1,0,84,0,1,0,0,0,1,Theft
192.168.100.6,0,192.168.100.149,0,1,0,168,0,2,0,0,4294384,1,Theft
192.168.100.149,0,192.168.100.6,0,1,0,40,0,1,0,0,0,1,Theft
192.168.100.6,0,192.168.100.149,0,1,0,40,0,1,0,0,0,1,Theft
192.168.100.149,0,192.168.100.6,0,1,0,32,0,1,0,0,0,1,Theft
192.168.100.150,44198,8.8.8.8,53,17,5.126,67,245,1,1,0,4294786,0,Benign
192.168.100.149,58172,8.8.8.8,53,17,5.126,67,245,1,1,0,4294821,0,Benign
192.168.100.147,32969,8.8.8.8,53,17,5.126,67,245,1,1,0,4294821,0,Benign
192.168.100.6,0,192.168.100.149,0,1,0,136,0,1,0,0,0,1,Theft
192.168.100.148,33760,8.8.8.8,53,17,5.126,67,245,1,1,0,4294676,0,Benign
192.168.100.150,38832,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.147,34356,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.149,50599,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.148,58593,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.150,53921,8.8.8.8,53,17,5.126,72,72,1,1,0,4294960,0,Benign
192.168.100.147,44902,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.149,33677,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.148,59290,8.8.8.8,53,17,5.126,72,72,1,1,0,4294960,0,Benign
192.168.100.6,49153,192.168.100.149,34992,6,0,228,450,4,6,27,4283953,0,Benign
192.168.100.6,49154,192.168.100.150,41560,6,0,216,290,4,5,27,4289960,0,Benign
192.168.100.6,49155,192.168.100.150,50536,6,0,216,290,4,5,27,4289960,0,Benign
192.168.100.6,49156,192.168.100.149,48254,6,0,164,260,3,4,27,4294966,0,Benign
192.168.100.3,58028,13.211.17.145,8883,6,222.178,38456,3900,75,75,24,4178091,0,Benign
192.168.100.6,80,192.168.100.3,80,6,7,236880,0,840,0,0,4175085,0,Benign
192.168.100.3,80,192.168.100.55,8080,6,7,2450596,2490250,2519,2519,0,4175038,0,Benign
192.168.100.46,3456,192.168.100.5,80,17,0,2533214,2489661,2519,2519,0,4175038,0,Benign
192.168.100.46,80,192.168.100.5,80,6,7,2419363,0,2639,0,0,4175038,0,Benign
192.168.100.46,80,192.168.100.5,80,17,0,2320326,0,2519,0,0,4175038,0,Benign
192.168.100.6,49156,192.168.100.147,32854,6,0,216,378,4,5,27,4289961,0,Benign
192.168.100.6,49157,192.168.100.147,45586,6,0,216,378,4,5,27,4289960,0,Benign
0.0.0.0,0,0.0.0.0,0,1,0,56,0,1,0,0,0,0,Benign
192.168.100.149,0,192.168.100.6,0,1,0,148,0,1,0,0,0,1,Theft
192.168.100.149,0,192.168.100.6,0,1,0,178,0,1,0,0,0,1,Theft
192.168.100.6,0,192.168.100.149,0,1,0,326,0,2,0,0,4294942,1,Theft
192.168.100.6,0,192.168.100.149,0,1,0,356,0,1,0,0,0,1,Theft
192.168.100.150,56711,8.8.8.8,53,17,5.126,67,245,1,1,0,4294786,0,Benign
192.168.100.147,45520,8.8.8.8,53,17,5.126,67,245,1,1,0,4294784,0,Benign
192.168.100.149,46390,8.8.8.8,53,17,5.126,67,245,1,1,0,4294735,0,Benign
192.168.100.148,38136,8.8.8.8,53,17,5.126,67,245,1,1,0,4294822,0,Benign
192.168.100.150,38494,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.147,56457,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.149,52285,192.168.217.2,53,17,0,144,0,2,0,0,4292466,0,Benign
192.168.100.148,39483,192.168.217.2,53,17,0,144,0,2,0,0,4292467,0,Benign
192.168.100.150,47422,8.8.8.8,53,17,5.126,72,72,1,1,0,4294960,0,Benign
192.168.100.147,60217,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.149,46275,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.148,48179,8.8.8.8,53,17,5.126,72,72,1,1,0,4294959,0,Benign
192.168.100.7,57888,192.168.159.152,53,17,0,148,0,2,0,0,4289929,0,Benign
192.168.100.7,53032,192.168.159.152,53,17,0,148,0,2,0,0,4289929,0,Benign
192.168.100.7,35065,192.168.159.152,53,17,0,148,0,2,0,0,4289925,0,Benign
192.168.100.7,35790,192.168.159.152,53,17,0,148,0,2,0,0,4289928,0,Benign
192.168.100.7,38546,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,48866,192.168.159.152,53,17,0,148,0,2,0,0,4289923,0,Benign
192.168.100.7,36600,192.168.159.152,53,17,0,148,0,2,0,0,4289926,0,Benign
192.168.100.7,54595,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,47959,192.168.159.152,53,17,0,148,0,2,0,0,4289926,0,Benign
192.168.100.7,52412,192.168.159.152,53,17,0,148,0,2,0,0,4289928,0,Benign
192.168.100.7,41270,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,52559,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,33664,192.168.159.152,53,17,0,148,0,2,0,0,4289924,0,Benign
192.168.100.7,40942,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,41244,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,34722,192.168.159.152,53,17,0,148,0,2,0,0,4289924,0,Benign
192.168.100.7,49393,192.168.159.152,53,17,0,592,0,8,0,0,4286051,0,Benign
192.168.100.7,48895,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,46918,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,37005,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,35913,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,35242,192.168.159.152,53,17,0,148,0,2,0,0,4289922,0,Benign
192.168.100.7,57847,192.168.159.152,53,17,0,148,0,2,0,0,4289924,0,Benign
192.168.100.7,59091,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,48964,192.168.159.152,53,17,0,148,0,2,0,0,4289923,0,Benign
192.168.100.7,34541,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,56631,192.168.159.152,53,17,0,148,0,2,0,0,4289928,0,Benign
192.168.100.7,54004,192.168.159.152,53,17,0,144,0,2,0,0,4289927,0,Benign
192.168.100.7,54515,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,56811,192.168.159.152,53,17,0,144,0,2,0,0,4289920,0,Benign
192.168.100.7,42773,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,57995,192.168.159.152,53,17,0,144,0,2,0,0,4289925,0,Benign
192.168.100.7,45136,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,55171,192.168.159.152,53,17,0,144,0,2,0,0,4289920,0,Benign
192.168.100.7,40066,192.168.159.152,53,17,0,148,0,2,0,0,4289923,0,Benign
192.168.100.7,41318,192.168.159.152,53,17,0,144,0,2,0,0,4289921,0,Benign
192.168.100.7,33563,192.168.159.152,53,17,0,148,0,2,0,0,4289924,0,Benign
192.168.100.7,36547,192.168.159.152,53,17,0,144,0,2,0,0,4289928,0,Benign
192.168.100.7,46098,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,37211,192.168.159.152,53,17,0,144,0,2,0,0,4289919,0,Benign
192.168.100.7,42105,192.168.159.152,53,17,0,148,0,2,0,0,4289923,0,Benign
192.168.100.7,53630,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,58016,192.168.159.152,53,17,0,144,0,2,0,0,4289928,0,Benign
192.168.100.7,33870,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,35901,192.168.159.152,53,17,0,144,0,2,0,0,4289928,0,Benign
192.168.100.7,57112,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,41753,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,46663,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,41402,192.168.159.152,53,17,0,148,0,2,0,0,4289920,0,Benign
192.168.100.7,59038,192.168.159.152,53,17,0,148,0,2,0,0,4289928,0,Benign
192.168.100.7,38700,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,52466,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,58438,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,37789,192.168.159.152,53,17,0,148,0,2,0,0,4289927,0,Benign
192.168.100.7,46049,192.168.159.152,53,17,0,148,0,2,0,0,4289922,0,Benign
192.168.100.7,55476,192.168.159.152,53,17,0,148,0,2,0,0,4289923,0,Benign
192.168.100.7,34291,192.168.159.152,53,17,0,148,0,2,0,0,4289923,0,Benign
192.168.100.7,37353,192.168.159.152,53,17,0,148,0,2,0,0,4289921,0,Benign
192.168.100.7,40454,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.147,37908,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,58230,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.149,50248,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,48770,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.148,47304,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,44636,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.3,58028,13.211.17.145,8883,6,222.178,38162,3328,64,64,24,4179920,0,Benign
192.168.100.7,37604,192.168.159.152,53,17,0,144,0,2,0,0,4289926,0,Benign
192.168.100.6,80,192.168.100.3,80,6,7,236880,0,840,0,0,4175096,0,Benign
192.168.100.3,80,192.168.100.55,8080,6,7,2451480,2491320,2520,2520,0,4175002,0,Benign
192.168.100.7,365,192.168.100.3,565,17,0,66240,0,1440,0,0,4175049,0,Benign
192.168.100.46,3456,192.168.100.5,80,17,0,2534640,2490960,2520,2520,0,4175002,0,Benign
192.168.100.46,80,192.168.100.5,80,6,7,2420400,0,2640,0,0,4175002,0,Benign
192.168.100.46,80,192.168.100.5,80,17,0,2321640,0,2520,0,0,4175002,0,Benign
192.168.100.5,0,192.168.100.3,0,6,0,1361640,0,1560,0,0,4175049,0,Benign
192.168.100.7,3306,192.168.100.147,37918,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,38821,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.149,50258,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,58772,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,53035,192.168.159.152,53,17,0,144,0,2,0,0,4289920,0,Benign
192.168.100.7,3306,192.168.100.148,47314,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,52870,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.147,37938,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,55555,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.149,50278,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,40927,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.148,47334,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,35098,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.147,37944,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,35619,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,80,192.168.100.149,42104,6,7,759,435,5,5,27,4294882,0,Benign
192.168.100.7,80,192.168.100.149,42108,6,7,738,877,5,5,27,4294887,0,Benign
192.168.100.7,80,192.168.100.149,42114,6,7,1354,278,5,5,27,4294763,0,Benign
192.168.100.7,3306,192.168.100.149,50284,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,50818,192.168.159.152,53,17,0,144,0,2,0,0,4289924,0,Benign
192.168.100.7,53981,192.168.159.152,53,17,0,144,0,2,0,0,4289923,0,Benign
192.168.100.7,48302,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,53425,192.168.159.152,53,17,0,144,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.148,47340,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,56897,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.147,37972,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,38468,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.149,50312,6,20,242,80,3,2,28,4294967,0,Benign
192.168.100.7,43311,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
0.0.0.0,0,0.0.0.0,0,1,0,168,0,3,0,0,4021767,0,Benign
192.168.100.7,3306,192.168.100.148,47368,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.148,52885,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.148,42358,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.148,56642,8.8.8.8,53,17,5.126,62,137,1,1,0,4294822,0,Benign
192.168.100.148,60628,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.149,40800,8.8.8.8,53,17,5.126,62,137,1,1,0,4294958,0,Benign
192.168.100.147,37176,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.149,37690,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.150,58732,8.8.8.8,53,17,5.126,62,137,1,1,0,4294959,0,Benign
192.168.100.147,51930,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.150,33779,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.149,47865,8.8.8.8,53,17,5.126,62,137,1,1,0,4294959,0,Benign
192.168.100.149,60221,8.8.8.8,53,17,5.126,50,125,1,1,0,4294959,0,Benign
192.168.100.147,58285,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.150,41337,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.7,41596,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.150,42768,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.147,36887,8.8.8.8,53,17,5.126,50,125,1,1,0,4294822,0,Benign
192.168.100.148,50931,144.48.166.166,123,17,0,76,76,1,1,0,4294950,0,Benign
192.168.100.6,80,192.168.100.3,80,6,7,236880,0,840,0,0,4175091,0,Benign
192.168.100.3,80,192.168.100.55,8080,6,7,2451480,2491320,2520,2520,0,4174997,0,Benign
192.168.100.46,3456,192.168.100.5,80,17,0,2534640,2490960,2520,2520,0,4174997,0,Benign
192.168.100.3,58028,13.211.17.145,8883,6,222.178,37640,3120,60,60,24,4176751,0,Benign
192.168.100.7,3306,192.168.100.147,37976,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,51524,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.149,50316,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,41945,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.148,47372,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,58929,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.147,37980,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,59019,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.149,50320,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,40625,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.7,3306,192.168.100.148,47376,6,20,294,120,4,3,29,4294967,0,Benign
192.168.100.7,46843,192.168.159.152,53,17,0,148,0,2,0,0,4289919,0,Benign
192.168.100.148,53843,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
192.168.100.148,38737,8.8.8.8,53,17,5.126,50,125,1,1,0,4294823,0,Benign
192.168.100.148,56741,8.8.8.8,53,17,5.126,62,137,1,1,0,4294823,0,Benign
