L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
36660,80,6,7.0,112,0,2,0,22,390973,1
53585,4500,17,79.0,28,0,1,0,0,0,0
60814,80,6,7.0,799,770,7,5,31,0,1
51488,80,6,7.0,112,0,2,0,22,760366,1
37032,80,6,7.0,718,770,7,5,31,0,1
57562,80,6,7.0,992,770,7,5,31,0,1
37850,80,6,7.0,112,0,2,0,22,1818515,1
60244,80,6,7.0,52,0,1,0,20,0,1
42890,80,6,7.0,52,0,1,0,20,0,1
60830,80,6,7.0,706,770,7,5,31,0,1
43604,80,6,7.0,767,710,6,4,31,4268044,1
52590,80,6,6.998965119812049,647,721,5,4,27,4303977,1
59020,80,6,7.0,627,1340,5,4,27,4260246,1
58110,80,6,7.0,112,0,2,0,22,1598270,1
54088,80,6,7.0,716,718,6,4,30,0,1
55080,80,6,7.0,112,0,2,0,22,849451,1
37314,3306,6,0.0,434,497,7,6,27,4294769,0
44654,80,6,7.0,683,710,6,4,31,4273851,1
61786,1050,17,0.0,28,0,1,0,0,0,0
58232,80,6,7.0,749,710,5,4,27,4283016,1
53868,80,6,7.0,652,1340,6,4,31,4266605,1
53452,80,6,7.0,52,0,1,0,20,0,1
42076,80,6,7.0,852,770,8,5,31,0,1
51120,80,6,7.0,974,1340,6,4,31,4239019,1
56012,80,6,7.0,1045,770,7,5,31,0,1
41859,17490,17,0.0,28,0,1,0,0,0,0
53056,80,6,7.0,52,0,1,0,20,0,1
35676,80,6,7.0,112,0,2,0,22,1763958,1
57004,20762,17,0.0,28,0,1,0,0,0,0
42454,80,6,7.0,52,0,1,0,20,0,1
56506,80,6,7.0,52,0,1,0,20,0,1
34252,80,6,7.0,52,0,1,0,20,0,1
57972,80,6,7.0,479,1399,6,5,27,4294676,1
3306,44724,6,20.0,294,120,4,3,29,4294967,0
59910,80,6,7.0,819,770,7,5,31,0,1
42414,80,6,7.0,630,710,6,4,31,4281460,1
39062,80,6,7.0,769,770,7,5,31,0,1
54982,80,6,7.0,761,770,7,5,31,0,1
43258,80,6,7.0,1080,710,6,4,31,4280954,1
34760,80,6,7.0,821,1340,5,4,27,4260615,1
48184,80,6,7.0,112,0,2,0,22,671003,1
58928,80,6,7.0,579,1340,5,4,27,4260227,1
54482,79,6,6.999244917960692,578,1346,5,4,27,4280550,1
39660,80,6,7.0,938,770,7,5,31,0,1
52098,80,6,7.0,722,1340,6,4,31,4241180,1
35380,80,6,7.0,701,770,7,5,31,0,1
35114,80,6,7.0,789,770,7,5,31,0,1
39600,3306,6,0.0,434,497,7,6,27,4294769,0
36602,80,6,7.0,112,0,2,0,22,390985,1
57678,80,6,7.0,966,770,7,5,31,0,1
38392,80,6,7.0,3063,1340,10,4,31,4240708,1
49558,80,6,7.0,742,770,7,5,31,0,1
58008,80,6,7.0,112,0,2,0,22,1598358,1
40998,80,6,7.0,613,710,5,4,27,4289913,1
51758,80,6,7.0,660,710,5,4,27,4282968,1
50002,80,6,7.0,645,1288,5,3,30,4287939,1
51530,80,6,7.0,787,710,5,4,27,4289922,1
42330,80,6,7.0,697,1340,5,4,27,4278652,1
38226,80,6,7.0,678,710,5,4,27,4289919,1
50008,80,6,7.0,781,770,7,5,31,0,1
34428,80,6,7.0,1028,770,7,5,31,0,1
53752,80,6,7.0,865,710,5,4,27,4283156,1
53730,80,6,7.0,964,770,7,5,31,0,1
41986,80,6,7.0,745,770,7,5,31,0,1
33604,53,17,0.0,148,0,2,0,0,4289919,0
52868,80,6,7.0,961,1340,5,4,27,4261296,1
58432,80,6,7.0,112,0,2,0,22,1598044,1
53906,80,6,7.0,112,0,2,0,22,814367,1
1485,1,6,238.0,40,40,1,1,20,4294967,0
34482,21454,17,0.0,28,0,1,0,0,0,0
39448,80,6,7.0,705,770,7,5,31,0,1
4115,1,6,238.0,40,40,1,1,20,4294967,0
53172,80,6,7.0,745,770,7,5,31,0,1
80,80,6,7.0,236598,0,839,0,0,4175236,0
47328,80,6,7.0,846,770,7,5,31,0,1
3306,44876,6,20.0,294,120,4,3,29,4294966,0
34904,80,6,7.0,1033,770,7,5,31,0,1
59454,80,6,7.0,815,770,7,5,31,0,1
39600,80,6,7.0,837,770,7,5,31,0,1
55302,80,6,7.0,740,1340,5,4,27,4260380,1
54662,80,6,7.0,665,770,7,5,31,0,1
55198,80,6,7.0,610,1340,5,4,27,4278700,1
58650,80,6,7.0,704,770,7,5,31,0,1
60701,53,17,5.126,67,245,1,1,0,4294770,0
55532,80,6,7.0,635,1340,5,4,27,4262679,1
39606,3306,6,0.0,434,497,7,6,27,4294768,0
42857,79,6,7.000615609661362,764,783,7,5,31,18418,1
56952,80,6,7.0,743,770,7,5,31,4294967,1
34166,80,6,7.0,514,674,5,4,25,4294812,1
40362,53,17,5.126,72,72,1,1,0,4294960,0
45818,80,6,7.0,885,728,5,5,27,4294957,1
55666,80,6,7.0,803,770,7,5,31,0,1
37182,80,6,7.0,723,710,5,4,27,4283368,1
59470,80,6,7.0,112,0,2,0,22,231070,1
58366,80,6,7.0,866,770,7,5,31,0,1
54026,80,6,7.0,875,1288,5,3,30,4276828,1
57228,80,6,7.0,754,1340,5,4,27,4260725,1
56578,80,6,7.0,664,718,6,4,30,0,1
36228,19022,17,0.0,28,0,1,0,0,0,0
58748,80,6,7.0,857,770,7,5,31,0,1
44212,80,6,7.0,656,710,6,4,31,4275210,1
46706,80,6,7.0,928,1340,5,4,27,4262527,1
38307,80,6,7.0,44,40,1,1,22,4294967,1
60054,80,6,7.0,5948,1460,17,6,31,4240210,1
58810,443,6,91.239,3834,127909,46,94,26,4294874,0
39709,19120,17,0.0,28,0,1,0,0,0,0
54878,80,6,7.0,752,770,7,5,31,0,1
58616,53,17,0.0,148,0,2,0,0,4289919,0
58628,80,6,7.0,780,770,7,5,31,0,1
43927,53,17,0.0,148,0,2,0,0,4289921,0
80,53778,6,7.0,764,460,5,4,27,4294727,0
58714,53,17,0.0,148,0,2,0,0,4289919,0
59870,80,6,7.0,746,1340,6,4,31,4236131,1
53678,53,17,0.0,144,0,2,0,0,4292466,0
36658,80,6,7.0,52,0,1,0,20,0,1
36084,80,6,7.0,680,710,5,4,27,4289919,1
52226,80,6,7.0,777,770,7,5,31,0,1
35606,80,6,7.0,829,770,7,5,31,0,1
59560,80,6,7.0,52,0,1,0,20,0,1
55310,80,6,7.0,684,770,7,5,31,0,1
53422,80,6,7.0,711,710,5,4,27,4282958,1
54602,80,6,7.0,716,1340,5,4,27,4261363,1
42256,80,6,7.0,675,770,7,5,31,0,1
60012,80,6,7.0,720,770,7,5,31,0,1
47844,34125,17,0.0,28,0,1,0,0,0,0
36332,80,6,7.0,617,710,5,4,27,4283161,1
56686,80,6,7.0,52,0,1,0,20,0,1
3364,1,6,238.0,40,40,1,1,20,4294967,0
57692,80,6,7.0,865,1340,5,4,27,4262432,1
33938,80,6,7.0,52,0,1,0,20,0,1
33224,53,17,5.22,68,100,1,1,0,4294958,0
53942,3306,6,0.0,434,497,7,6,27,4294769,0
52548,80,6,7.0,826,1288,5,3,30,4276132,1
54436,80,6,7.0,774,710,5,4,27,4283926,1
51882,80,6,7.0,664,710,5,4,27,4283153,1
59366,80,6,7.0,933,770,7,5,31,0,1
43142,80,6,7.0,551,1340,5,4,27,4260621,1
47890,80,6,7.0,924,1340,5,4,27,4263679,1
46716,80,6,7.0,702,710,6,4,31,4276547,1
39846,53,17,0.0,144,0,2,0,0,4292467,0
53988,80,6,7.0,658,1288,5,3,30,4276822,1
34864,80,6,7.0,52,0,1,0,20,0,1
57524,80,6,7.0,784,1340,7,4,27,4261306,1
53826,80,6,7.0,661,1340,5,4,27,4262122,1
34146,80,6,7.0,112,0,2,0,22,1710993,1
59164,80,6,7.0,740,1340,5,4,27,4278705,1
1,3465,6,238.0,40,40,1,1,20,4294967,0
38672,80,6,7.0,696,770,7,5,31,0,1
3456,80,17,0.0,2175327,2060785,2153,2153,0,4174994,0
53418,80,6,7.0,112,0,2,0,22,814735,1
50356,80,6,7.0,854,1340,6,4,31,4252888,1
51930,53,17,5.126,50,125,1,1,0,4294823,0
58980,80,6,7.0,717,770,7,5,31,0,1
58185,53,17,0.0,148,0,2,0,0,4289919,0
33990,80,6,7.0,18618,20549,23,21,25,4294625,1
36106,80,6,7.0,1072,770,8,5,31,0,1
36986,80,6,7.0,560,710,5,4,27,4283182,1
80,80,6,7.0,236316,0,838,0,0,4175416,0
53280,80,6,7.0,619,710,5,4,27,4283380,1
42062,80,6,7.0,4378,770,14,5,31,0,1
42714,80,6,7.0,657,1340,6,4,31,4260693,1
39942,80,6,7.0,779,770,7,5,31,0,1
36790,80,6,7.0,713,710,5,4,27,4283152,1
2115,1,6,238.0,40,40,1,1,20,4294967,0
50614,80,6,7.0,338,1400,6,5,27,4285306,1
42828,80,6,7.0,705,710,5,4,27,4289924,1
53432,80,6,7.0,112,0,2,0,22,814686,1
80,80,6,7.0,2419799,0,2639,0,0,4175047,0
35042,80,6,7.0,895,1340,5,4,27,4264053,1
52066,80,6,7.0,621,1340,6,4,31,4241174,1
41692,81,6,6.999847589079793,129,6,2,0,22,798631,1
52838,80,6,7.0,52,0,1,0,20,0,1
52184,80,6,7.0,597,1340,5,4,27,4260841,1
55028,80,6,7.0,836,770,7,5,31,0,1
33168,80,6,7.0,656,710,5,4,27,4282963,1
51230,80,6,7.0,740,1340,5,4,27,4271490,1
55472,80,6,7.0,856,710,5,4,27,4284088,1
59300,80,6,7.0,622,1340,5,4,27,4260538,1
56202,80,6,7.0,849,1340,5,4,27,4279108,1
48848,80,6,7.0,697,1340,5,4,27,4261904,1
47962,80,6,7.0,652,1340,5,4,27,4261889,1
50342,57409,17,0.0,28,0,1,0,0,0,0
34640,80,6,7.0,669,710,5,4,27,4286879,1
53408,80,6,7.0,52,0,1,0,20,0,1
51666,80,6,7.0,635,710,5,4,27,4282965,1
57004,111,17,0.0,68,0,1,0,0,0,0
53432,80,6,7.0,844,770,7,5,31,0,1
53590,80,6,7.0,52,0,1,0,20,0,1
51778,53,17,0.0,148,0,2,0,0,4289919,0
53082,80,6,7.0,669,1340,5,4,27,4264129,1
49520,80,6,7.0,860,770,7,5,31,0,1
34906,80,6,7.0,851,770,7,5,31,0,1
53354,80,6,7.0,765,710,5,4,27,4283316,1
33038,80,6,7.0,112,0,2,0,22,284056,1
34284,80,6,7.0,112,0,2,0,22,1710951,1
37926,80,6,7.0,52,0,1,0,20,0,1
57326,80,6,7.0,853,770,7,5,31,0,1
38818,80,6,7.0,40,0,1,0,4,0,1
55094,80,6,7.0,52,0,1,0,20,0,1
42460,80,6,7.0,721,718,6,4,30,0,1
54682,80,6,7.0,727,770,7,5,31,0,1
56794,80,6,7.0,732,1340,5,4,27,4261662,1
56576,80,6,7.0,575,1340,5,4,27,4262062,1
53106,80,6,7.0,835,718,6,4,30,0,1
80,80,6,7.0,236880,0,840,0,0,4175072,0
46752,53,17,5.178,70,1201,1,1,0,4294827,0
53266,80,6,7.0,830,770,7,5,31,0,1
53640,80,6,7.0,655,1340,5,4,27,4260988,1
55518,80,6,7.0,689,1340,5,4,27,4262677,1
48228,80,6,7.0,112,0,2,0,22,670991,1
52946,80,6,7.0,52,0,1,0,20,0,1
42584,80,6,7.0,858,718,6,4,30,0,1
35236,80,6,7.0,739,770,7,5,31,0,1
52506,80,6,7.0,716,1340,5,4,27,4278819,1
58638,80,6,7.0,807,1340,5,4,27,4278576,1
48574,80,6,7.0,964,710,5,4,27,4282974,1
39539,53,17,0.0,148,0,2,0,0,4289919,0
32044,81,6,6.99995475602948,91,-8,1,0,20,3357,1
38434,80,6,7.0,764,770,7,5,31,0,1
36682,80,6,7.0,610,710,5,4,27,4282965,1
51734,80,6,7.0,112,0,2,0,22,760311,1
56146,80,6,7.0,876,770,7,5,31,0,1
42558,80,6,7.0,784,718,6,4,30,0,1
33828,80,6,7.0,750,770,7,5,31,0,1
50232,80,6,7.0,1015,770,7,5,31,0,1
35044,80,6,7.0,777,770,7,5,31,0,1
57372,80,6,7.0,798,1280,4,3,25,4261293,1
54122,80,6,7.0,52,0,1,0,20,0,1
52242,80,6,7.0,746,770,7,5,31,0,1
42062,80,6,7.0,759,718,6,4,30,0,1
49048,3306,6,0.0,434,497,7,6,27,4294769,0
48332,80,6,7.0,278,1354,5,5,27,4288911,1
52408,80,6,7.0,951,770,7,5,31,0,1
56544,80,6,7.0,845,1392,6,5,27,4262558,1
60190,80,6,7.0,915,770,7,5,31,4294967,1
49074,3306,6,0.0,434,497,7,6,27,4294770,0
36150,80,6,7.0,738,710,5,4,27,4283160,1
60460,80,6,7.0,804,770,7,5,31,0,1
46621,53,17,0.0,148,0,2,0,0,4289920,0
46548,80,6,7.0,673,1340,5,4,27,4263198,1
47042,80,6,7.0,708,1340,5,4,27,4262244,1
55686,80,6,7.0,748,1340,6,4,31,4239371,1
38132,80,6,7.0,52,0,1,0,20,0,1
60358,80,6,7.0,442,695,5,4,25,4294787,1
38950,80,6,7.0,40,0,1,0,4,0,1
54226,80,6,7.0,662,1340,5,4,27,4260322,1
0,0,1,0.0,148,0,1,0,0,0,1
56222,80,6,7.0,630,1340,5,4,27,4260497,1
34046,80,6,7.0,52,0,1,0,20,0,1
36476,80,6,6.999446663304396,132,7,2,0,22,407249,1
52286,80,6,7.0,827,770,7,5,31,0,1
50868,80,6,7.0,52,0,1,0,20,0,1
54866,80,6,7.0,636,1288,5,3,30,4264637,1
33494,80,6,7.0,729,770,7,5,31,0,1
55544,80,6,7.0,4804,1528,18,7,30,4232074,1
36410,80,6,7.0,766,710,5,4,27,4289922,1
47637,53,17,0.0,56,1125,1,1,0,4294804,0
54630,80,6,7.0,825,770,7,5,31,0,1
47630,80,6,7.0,5070,1520,16,7,27,4243341,1
38974,80,6,7.0,112,0,2,0,22,1863530,1
50938,80,6,7.0,52,0,1,0,20,0,1
49210,80,6,7.0,662,770,7,5,31,0,1
35234,123,17,9.169,76,76,1,1,0,4294680,0
48900,80,6,7.0,719,1340,5,4,27,4265988,1
42752,80,6,7.0,632,710,5,4,27,4283919,1
56318,80,6,7.0,752,770,7,5,31,0,1
48498,80,6,7.0,112,0,2,0,22,670917,1
57268,80,6,7.0,812,770,7,5,31,0,1
59218,80,6,7.0,850,770,7,5,31,0,1
41600,80,6,7.0,999,658,5,3,30,4291891,1
58552,80,6,7.0,720,770,7,5,31,0,1
47844,54711,17,0.0,28,0,1,0,0,0,0
58830,80,6,7.0,751,770,7,5,31,0,1
0,0,1,0.0,492,0,2,0,0,4270239,1
33002,80,6,7.0,681,1340,6,4,31,4240844,1
37782,80,6,7.0,768,1340,5,4,27,4263700,1
48260,80,6,7.0,673,710,5,4,27,4289924,1
3306,45020,6,20.0,294,120,4,3,29,4294967,0
33016,80,6,7.0,630,710,5,4,27,4282965,1
35072,80,6,7.0,763,770,7,5,31,0,1
50342,20465,17,0.0,28,0,1,0,0,0,0
55374,80,6,7.0,700,1340,5,4,27,4260391,1
4423,1,6,238.0,40,40,1,1,20,4294967,0
365,565,17,0.0,44574,0,969,0,0,4214335,0
51776,80,6,7.0,52,0,1,0,20,0,1
53178,80,6,7.0,900,1340,6,4,31,4258350,1
56270,80,6,7.0,52,0,1,0,20,0,1
37600,80,6,7.0,654,1340,5,4,27,4260600,1
54576,80,6,7.0,658,710,6,4,31,4281456,1
54854,80,6,7.0,801,1340,5,4,27,4262300,1
36186,80,6,7.0,112,0,2,0,22,391076,1
54132,80,6,7.0,52,0,1,0,20,0,1
3150,1,6,238.0,40,40,1,1,20,4294967,0
34038,80,6,7.0,52,0,1,0,20,0,1
47022,80,6,7.0,710,1340,5,4,27,4262241,1
53626,80,6,7.0,52,0,1,0,20,0,1
53238,80,6,7.0,631,1340,5,4,27,4264163,1
51520,80,6,7.0,940,1340,5,4,27,4279592,1
50072,80,6,7.0,740,770,7,5,31,0,1
55338,80,6,7.0,851,770,7,5,31,0,1
46530,80,6,7.0,842,1340,5,4,27,4263188,1
51490,80,6,7.0,112,0,2,0,22,760366,1
56412,80,6,7.0,743,770,7,5,31,0,1
44704,80,6,7.0,714,710,6,4,31,4273858,1
80,80,6,7.0,236880,0,840,0,0,4175090,0
53818,80,6,7.0,701,710,6,4,31,4287952,1
58320,80,6,7.0,702,710,5,4,27,4282938,1
54038,3306,6,0.0,434,497,7,6,27,4294769,0
57274,80,6,7.0,52,0,1,0,20,0,1
48626,80,6,7.0,663,1340,5,4,27,4275196,1
57394,53,17,5.126,72,72,1,1,0,4294960,0
48964,53,17,0.0,148,0,2,0,0,4289923,0
50342,20288,17,0.0,28,0,1,0,0,0,0
57169,53,17,5.126,72,72,1,1,0,4294960,0
38304,80,6,7.0,112,0,2,0,22,426576,1
38014,80,6,7.0,699,1340,5,4,27,4262875,1
57388,80,6,7.0,700,1348,6,4,30,0,1
60820,80,6,7.0,696,770,7,5,31,0,1
51878,80,6,7.0,700,1340,5,4,27,4263715,1
51770,80,6,7.0,52,0,1,0,20,0,1
44155,53,17,5.126,62,137,1,1,0,4294824,0
54300,80,6,7.0,738,1340,5,4,27,4261357,1
56574,80,6,7.0,710,718,6,4,30,0,1
53650,80,6,7.0,96,0,2,0,22,3521255,1
3979,1,6,238.0,40,40,1,1,20,4294967,0
57044,80,6,7.0,749,1340,6,4,27,4262727,1
36945,686,17,0.0,28,0,1,0,0,0,0
55944,80,6,7.0,874,770,7,5,31,0,1
59286,80,6,7.0,910,770,7,5,31,0,1
0,0,1,0.0,3752,134,67,1,0,4225088,1
3306,42980,6,20.0,294,120,4,3,29,4294967,0
42228,80,6,7.0,673,658,5,3,30,4287995,1
52980,80,6,7.0,812,770,7,5,31,0,1
59082,80,6,7.0,766,770,7,5,31,0,1
80,80,17,0.0,2027800,0,2152,0,0,4175054,0
57764,80,6,7.0,735,770,7,5,31,0,1
41213,53,17,0.0,148,0,2,0,0,4289922,0
33608,80,6,7.0,873,1340,5,4,27,4278589,1
53258,80,6,7.0,112,0,2,0,22,814860,1
53586,1059,17,0.0,28,0,1,0,0,0,0
52718,80,6,7.0,623,1340,5,4,27,4260477,1
42376,80,6,7.0,786,770,7,5,31,0,1
44907,53,17,0.0,148,0,2,0,0,4289919,0
49638,80,6,7.0,784,710,5,4,27,4289922,1
57954,80,6,7.0,912,1340,6,4,31,4237786,1
59498,80,6,7.0,589,1340,5,4,27,4262226,1
41902,80,6,7.0,872,770,7,5,31,0,1
60000,80,6,7.0,817,770,7,5,31,0,1
51736,80,6,7.0,112,0,2,0,22,760311,1
36228,5555,17,0.0,28,0,1,0,0,0,0
51482,80,6,7.0,286,1354,5,5,27,4294898,1
42962,80,6,7.0,601,710,6,4,31,4280909,1
59522,80,6,7.0,914,1340,5,4,27,4262226,1
37540,80,6,7.0,630,710,5,4,27,4282947,1
52766,80,6,7.0,752,718,6,4,30,0,1
37734,80,6,7.0,893,710,5,4,27,4286404,1
60428,80,6,7.0,678,770,7,5,31,0,1
58676,80,6,7.0,808,770,7,5,31,0,1
58204,80,6,7.0,827,770,7,5,31,0,1
52966,80,6,7.0,52,0,1,0,20,0,1
55142,80,6,7.0,703,710,5,4,27,4289920,1
52480,80,6,7.0,693,1340,5,4,27,4260405,1
46512,80,6,7.0,764,1340,5,4,27,4278771,1
52520,80,6,7.0,752,770,7,5,31,0,1
42846,80,6,7.0,52,0,1,0,20,0,1
53482,80,6,7.0,673,710,5,4,27,4289919,1
39602,80,6,7.0,1012,770,7,5,31,0,1
49268,80,6,7.0,940,770,7,5,31,0,1
48430,3306,6,0.0,434,497,7,6,27,4294769,0
44786,80,6,7.0,681,1340,5,4,27,4260290,1
8080,80,6,7.0,906493,847529,913,913,0,4294967,0
33608,80,6,7.0,52,0,1,0,20,0,1
50780,80,6,7.0,697,1340,6,4,31,4275594,1
52418,80,6,7.0,5084,770,15,5,31,0,1
46042,80,6,7.0,919,770,7,5,31,0,1
38810,80,6,7.0,797,770,7,5,31,0,1
39556,80,6,7.0,1035,770,7,5,31,0,1
1446,1,6,238.0,40,40,1,1,20,4294967,0
56950,80,6,7.0,643,1340,5,4,27,4277583,1
42258,80,6,7.0,751,1340,5,4,27,4278640,1
37840,80,6,7.0,666,1340,5,4,27,4278060,1
58162,80,6,7.0,112,0,2,0,22,1598237,1
53226,80,6,7.0,52,0,1,0,20,0,1
56322,80,6,7.0,712,770,7,5,31,0,1
37482,80,6,7.0,713,770,7,5,31,0,1
60438,80,6,7.0,18704,20549,23,21,25,4294683,1
34544,80,6,7.0,4333,770,15,5,31,0,1
58142,80,6,7.0,772,710,5,4,27,4289898,1
50062,80,6,7.0,800,770,7,5,31,0,1
51102,53,17,5.126,72,72,1,1,0,4294959,0
60190,80,6,7.0,545,715,5,4,25,4294814,1
36449,80,6,7.0,44,40,1,1,22,4294966,1
39608,80,6,7.0,806,718,6,4,30,0,1
4308,1,6,238.0,40,40,1,1,20,4294967,0
39992,80,6,7.0,746,770,7,5,31,0,1
52698,80,6,7.0,817,770,8,5,31,0,1
4166,1,6,238.0,40,40,1,1,20,4294967,0
60830,80,6,7.0,52,0,1,0,20,0,1
53356,80,6,7.0,112,0,2,0,22,814801,1
36084,80,6,7.0,575,1340,5,4,27,4261061,1
60174,80,6,7.0,855,770,7,5,31,0,1
53488,80,6,7.0,814,770,7,5,31,0,1
36964,3306,6,0.0,434,497,7,6,27,4294769,0
365,565,17,0.0,237038,0,5153,0,0,4174988,0
80,80,6,7.0,8843614,0,9590,0,0,4174983,0
45820,80,6,7.0,443,749,5,5,27,4294957,1
34416,80,6,7.0,52,0,1,0,20,0,1
55430,80,6,7.0,756,1340,5,4,27,4262639,1
36894,3306,6,0.0,434,497,7,6,27,4294769,0
53514,80,6,7.0,615,710,5,4,27,4282956,1
2491,1,6,238.0,40,40,1,1,20,4294967,0
34058,80,6,7.0,112,0,2,0,22,1711022,1
37588,80,6,7.0,693,710,5,4,27,4282942,1
60584,80,6,7.0,684,1340,5,4,27,4260635,1
59584,80,6,7.0,910,770,7,5,31,0,1
54214,80,6,7.0,791,710,6,4,31,4281358,1
44506,80,6,7.0,795,1340,5,4,27,4261174,1
40028,3306,6,0.0,434,497,7,6,27,4294769,0
37914,80,6,7.0,52,0,1,0,20,0,1
42316,80,6,7.0,697,1340,5,4,27,4278650,1
53310,80,6,7.0,1017,770,7,5,31,0,1
36228,17091,17,0.0,28,0,1,0,0,0,0
5353,5353,17,0.0,73,0,1,0,0,0,0
36992,80,6,7.0,2771,710,9,4,27,4283182,1
36866,3306,6,0.0,434,497,7,6,27,4294767,0
50968,80,6,7.0,52,0,1,0,20,0,1
80,80,6,7.0,8792572,0,9535,0,0,4174985,0
1430,1,6,238.0,40,40,1,1,20,4294967,0
53522,80,6,7.0,3884,718,13,4,30,4294967,1
34098,80,6,7.0,908,710,5,4,27,4289920,1
35068,80,6,7.0,859,770,7,5,31,0,1
34550,80,6,7.0,686,1340,5,4,27,4260468,1
60874,80,6,7.0,927,770,7,5,31,0,1
54958,80,6,7.0,4566,1468,16,6,30,4264651,1
37224,80,6,7.0,112,0,2,0,22,390841,1
34422,80,6,7.0,946,770,7,5,31,0,1
55242,80,6,7.0,524,1340,5,4,27,4261469,1
47668,80,6,7.0,801,770,7,5,31,0,1
52716,80,6,7.0,561,1288,5,3,30,4276157,1
58986,80,6,7.0,705,1340,5,4,27,4260241,1
39870,80,6,7.0,897,770,7,5,31,0,1
38936,80,6,7.0,661,710,5,4,27,4289920,1
60934,80,6,7.0,805,1340,5,4,27,4264930,1
2565,1,6,238.0,40,40,1,1,20,4294967,0
37302,80,6,7.0,112,0,2,0,22,390818,1
42346,80,6,7.0,52,0,1,0,20,0,1
3306,57796,6,20.0,294,120,4,3,29,4294967,0
39338,80,6,7.0,907,710,5,4,27,4282965,1
48266,80,6,7.0,885,728,5,5,27,4294961,1
42876,80,6,7.0,769,710,6,4,31,4280896,1
58214,80,6,7.0,703,710,5,4,27,4283021,1
42732,80,6,7.0,835,770,7,5,31,0,1
32890,80,6,7.0,774,1340,6,4,31,4237770,1
40124,3306,6,0.0,434,497,7,6,27,4294769,0
53082,80,6,7.0,52,0,1,0,20,0,1
52340,80,6,7.0,52,0,1,0,20,0,1
38974,80,6,7.0,701,710,5,4,27,4289918,1
56720,80,6,7.0,52,0,1,0,20,0,1
55028,80,6,7.0,652,710,5,4,27,4289920,1
52806,53,17,0.0,144,0,2,0,0,4292466,0
36849,55544,17,0.0,28,0,1,0,0,0,0
52268,80,6,7.0,52,0,1,0,20,0,1
45544,80,6,7.0,359,1328,6,4,27,4294952,1
53860,80,6,7.0,112,0,2,0,22,814391,1
3306,53522,6,20.0,242,120,3,3,29,4294967,0
55940,80,6,7.0,788,770,7,5,31,0,1
42560,80,6,7.0,732,710,6,4,31,4281483,1
36230,80,6,7.0,112,0,2,0,22,391066,1
57032,80,6,7.0,911,770,7,5,31,0,1
39712,3306,6,0.0,434,497,7,6,27,4294768,0
57304,80,6,7.0,52,0,1,0,20,0,1
36652,80,6,7.0,3674,770,13,5,31,0,1
38432,80,6,7.0,647,1340,6,4,31,4258085,1
0,0,6,0.0,4010707,0,5755,0,0,4175002,0
39709,22695,17,0.0,28,0,1,0,0,0,0
54840,80,6,7.0,2754,710,11,4,27,4279964,1
41306,80,6,7.0,1041,770,7,5,31,0,1
34130,80,6,7.0,112,0,2,0,22,1710996,1
48872,80,6,7.0,668,710,5,4,27,4283147,1
47690,80,6,7.0,760,1340,5,4,27,4276519,1
51399,53,17,0.0,148,0,2,0,0,4289919,0
49216,80,6,7.0,834,1400,7,5,31,0,1
36042,80,6,7.0,985,770,7,5,31,0,1
51487,53,17,0.0,148,0,2,0,0,4289919,0
39996,80,6,7.0,750,770,7,5,31,0,1
59424,80,6,7.0,672,770,7,5,31,0,1
50236,80,6,7.0,821,770,7,5,31,0,1
39092,80,6,7.0,728,770,7,5,31,0,1
40754,80,6,7.0,691,718,6,4,30,0,1
42124,80,6,7.0,856,770,7,5,31,0,1
51562,80,6,7.0,112,0,2,0,22,760350,1
50984,123,17,0.0,76,76,1,1,0,4294950,0
3456,80,17,0.0,8966514,9397399,9577,9577,0,4174982,0
54292,80,6,7.0,804,770,7,5,31,0,1
34890,80,6,7.0,862,770,7,5,31,0,1
51527,53,17,0.0,148,0,2,0,0,4289919,0
0,0,6,0.0,1361041,0,1559,0,0,4175016,0
52126,80,6,7.0,2676,710,11,4,27,4285184,1
49378,81,6,6.998368257412091,771,689,5,4,27,4309800,1
52496,80,6,7.0,52,0,1,0,20,0,1
53162,80,6,7.0,725,1340,5,4,27,4261637,1
59574,80,6,7.0,112,0,2,0,22,231054,1
56592,80,6,7.0,736,718,6,4,30,0,1
36696,80,6,7.0,1912,710,8,4,27,4285016,1
38612,80,6,7.0,861,770,7,5,31,0,1
41034,80,6,7.0,849,710,5,4,27,4289910,1
36966,80,6,7.0,3300,770,14,5,31,0,1
42748,80,6,7.0,842,770,7,5,31,0,1
13670,53,17,0.0,68,1199,1,1,0,4294951,0
52784,80,6,7.0,52,0,1,0,20,0,1
39249,53,17,5.126,67,245,1,1,0,4294822,0
49680,80,6,7.0,630,1340,5,4,27,4278480,1
41862,80,6,7.0,40,0,1,0,4,0,1
37826,80,6,7.0,557,1340,5,4,27,4278049,1
34736,80,6,7.0,823,770,7,5,31,0,1
60008,80,6,7.0,998,770,7,5,31,0,1
35412,80,6,7.0,52,0,1,0,20,0,1
58680,80,6,7.0,52,0,1,0,20,0,1
33258,53,17,0.0,148,0,2,0,0,4289921,0
39114,80,6,7.0,650,1340,5,4,31,4294609,1
38248,80,6,7.0,845,770,7,5,31,0,1
46396,80,6,7.0,677,1340,5,4,27,4261733,1
